period,flowDesc,partnerDesc,cmdCode,primaryValue
2019,Import,World,854110,3311262545
2019,Import,Afghanistan,854110,42
2019,Import,Andorra,854110,500
2019,Import,Angola,854110,135
2019,Import,Australia,854110,9499918
2019,Import,Austria,854110,25406672
2019,Import,Belgium,854110,67775
2019,Import,Brazil,854110,510354
2019,Import,Brunei Darussalam,854110,1
2019,Import,Bulgaria,854110,5643
2019,Import,Myanmar,854110,30981
2019,Import,Belarus,854110,359
2019,Import,Cambodia,854110,9057
2019,Import,Cameroon,854110,28253
2019,Import,Canada,854110,384702
2019,Import,Cabo Verde,854110,183
2019,Import,Sri Lanka,854110,246
2019,Import,Chile,854110,5611
2019,Import,China,854110,1956391239
2019,Import,Colombia,854110,151
2019,Import,Costa Rica,854110,125229
2019,Import,Croatia,854110,1049222
2019,Import,Cyprus,854110,38
2019,Import,Czechia,854110,6585563
2019,Import,Denmark,854110,12010
2019,Import,Dominican Rep.,854110,537
2019,Import,El Salvador,854110,19841
2019,Import,Estonia,854110,6
2019,Import,Finland,854110,6999
2019,Import,France,854110,21337423
2019,Import,Germany,854110,27642003
2019,Import,Greece,854110,42
2019,Import,Grenada,854110,155
2019,Import,Guinea,854110,36
2019,Import,Haiti,854110,4
2019,Import,"China, Hong Kong SAR",854110,1160532
2019,Import,Hungary,854110,20234176
2019,Import,Indonesia,854110,547508
2019,Import,Ireland,854110,515170
2019,Import,Israel,854110,37973
2019,Import,Italy,854110,3007737
2019,Import,Japan,854110,169586464
2019,Import,Rep. of Korea,854110,128849157
2019,Import,Latvia,854110,103
2019,Import,Lithuania,854110,155511
2019,Import,Luxembourg,854110,79
2019,Import,"China, Macao SAR",854110,1554
2019,Import,Malaysia,854110,298075208
2019,Import,Maldives,854110,519
2019,Import,Mali,854110,3426
2019,Import,Malta,854110,122273
2019,Import,Mauritania,854110,1345
2019,Import,Mexico,854110,2131461
2019,Import,"Other Asia, nes",854110,311074296
2019,Import,Montserrat,854110,43
2019,Import,Morocco,854110,9482712
2019,Import,Namibia,854110,1165
2019,Import,Netherlands,854110,83905
2019,Import,New Caledonia,854110,195
2019,Import,New Zealand,854110,4973
2019,Import,Niger,854110,749
2019,Import,Norfolk Isds,854110,26
2019,Import,"Other Africa, nes",854110,57
2019,Import,Norway,854110,619
2019,Import,Papua New Guinea,854110,83
2019,Import,Peru,854110,120
2019,Import,Philippines,854110,102607041
2019,Import,Poland,854110,93886
2019,Import,Portugal,854110,511671
2019,Import,Timor-Leste,854110,278
2019,Import,Romania,854110,6628
2019,Import,Russian Federation,854110,606572
2019,Import,Rwanda,854110,166
2019,Import,Saudi Arabia,854110,10948
2019,Import,Senegal,854110,180
2019,Import,Sierra Leone,854110,657
2019,Import,India,854110,2734005
2019,Import,Singapore,854110,14659045
2019,Import,Slovakia,854110,316653
2019,Import,Viet Nam,854110,37421529
2019,Import,Slovenia,854110,425585
2019,Import,South Africa,854110,52
2019,Import,Spain,854110,25794
2019,Import,Sudan,854110,900
2019,Import,Eswatini,854110,6
2019,Import,Sweden,854110,96694
2019,Import,Switzerland,854110,396316
2019,Import,Thailand,854110,113347183
2019,Import,United Arab Emirates,854110,340
2019,Import,Tunisia,854110,39567
2019,Import,T¨¹rkiye,854110,2472
2019,Import,Ukraine,854110,1345
2019,Import,Egypt,854110,206
2019,Import,United Kingdom,854110,754297
2019,Import,USA,854110,42879868
2019,Import,Uzbekistan,854110,156
2019,Import,Venezuela,854110,272
2019,Import,"Areas, nes",854110,122164
2019,Import,World,854150,437314928
2019,Import,Australia,854150,19307
2019,Import,Austria,854150,191888
2019,Import,Belgium,854150,38912
2019,Import,Bulgaria,854150,10431
2019,Import,Canada,854150,124436
2019,Import,China,854150,83789386
2019,Import,Costa Rica,854150,11285
2019,Import,Croatia,854150,12259
2019,Import,Czechia,854150,148235
2019,Import,Denmark,854150,5394
2019,Import,El Salvador,854150,731
2019,Import,Finland,854150,83272
2019,Import,France,854150,5603675
2019,Import,Germany,854150,10322480
2019,Import,"China, Hong Kong SAR",854150,1217544
2019,Import,Hungary,854150,1470
2019,Import,Indonesia,854150,727859
2019,Import,Iran,854150,3120
2019,Import,Ireland,854150,558
2019,Import,Israel,854150,156721
2019,Import,Italy,854150,320292
2019,Import,Japan,854150,63401503
2019,Import,Rep. of Korea,854150,7653462
2019,Import,Lithuania,854150,8331
2019,Import,Malaysia,854150,18851244
2019,Import,Malta,854150,34768
2019,Import,Mexico,854150,1349234
2019,Import,"Other Asia, nes",854150,80438945
2019,Import,Morocco,854150,37093
2019,Import,Mozambique,854150,300
2019,Import,Namibia,854150,24
2019,Import,Netherlands,854150,84886
2019,Import,Nigeria,854150,45
2019,Import,Norway,854150,86
2019,Import,Philippines,854150,41661948
2019,Import,Poland,854150,945
2019,Import,Portugal,854150,12357
2019,Import,Russian Federation,854150,3257068
2019,Import,India,854150,75285
2019,Import,Singapore,854150,9989922
2019,Import,Slovakia,854150,11098
2019,Import,Viet Nam,854150,2040907
2019,Import,Slovenia,854150,253
2019,Import,Sweden,854150,868815
2019,Import,Switzerland,854150,20098145
2019,Import,Thailand,854150,5439752
2019,Import,Ukraine,854150,4853
2019,Import,United Kingdom,854150,49336910
2019,Import,USA,854150,29864636
2019,Import,"Areas, nes",854150,2858
2019,Import,World,854190,3431014588
2019,Import,Australia,854190,57528
2019,Import,Austria,854190,26755278
2019,Import,Belgium,854190,290
2019,Import,Belarus,854190,53235
2019,Import,Canada,854190,2139
2019,Import,China,854190,115272753
2019,Import,Czechia,854190,505055
2019,Import,Denmark,854190,1320
2019,Import,Dominican Rep.,854190,14
2019,Import,Ethiopia,854190,29
2019,Import,Finland,854190,48
2019,Import,France,854190,144781524
2019,Import,Germany,854190,198718701
2019,Import,"China, Hong Kong SAR",854190,120716347
2019,Import,Hungary,854190,14669
2019,Import,Indonesia,854190,229654
2019,Import,Ireland,854190,99906
2019,Import,Israel,854190,3428012
2019,Import,Italy,854190,222853271
2019,Import,Japan,854190,333832613
2019,Import,Rep. of Korea,854190,440811622
2019,Import,Lithuania,854190,97325
2019,Import,Malaysia,854190,151560049
2019,Import,Mexico,854190,367504
2019,Import,"Other Asia, nes",854190,982536941
